aircraft,family,flight,origin,depInt,altDepInt,destination,arrInt,altArrInt,previous,tt,altFlight,altAirc,newFlight,cancelFlight
TranspCom#3,TranspCom,1907/01/06,CDG,360,360,ORY,390,390,0,10,0,0,0,0
TranspCom#3,TranspCom,9307/01/06,ORY,400,400,CDG,430,430,0,10,0,0,0,0
TranspCom#3,TranspCom,2307/01/06,CDG,440,440,ORY,470,470,0,10,0,0,0,0
TranspCom#3,TranspCom,9707/01/06,ORY,480,480,CDG,510,510,0,10,0,0,0,0
TranspCom#3,TranspCom,2707/01/06,CDG,520,520,ORY,550,550,0,10,0,0,0,0
TranspCom#3,TranspCom,10107/01/06,ORY,560,560,CDG,590,590,0,10,0,0,0,0
TranspCom#3,TranspCom,3107/01/06,CDG,600,600,ORY,630,630,0,10,0,0,0,0
TranspCom#3,TranspCom,10507/01/06,ORY,640,640,CDG,670,670,0,10,0,0,0,0
TranspCom#3,TranspCom,3507/01/06,CDG,680,680,ORY,710,710,0,10,0,0,0,0
TranspCom#3,TranspCom,10907/01/06,ORY,720,720,CDG,750,750,0,10,0,0,0,0
TranspCom#3,TranspCom,3907/01/06,CDG,760,760,ORY,790,790,0,10,0,0,0,0
TranspCom#3,TranspCom,11307/01/06,ORY,800,800,CDG,830,830,0,10,0,0,0,0
TranspCom#3,TranspCom,4307/01/06,CDG,840,840,ORY,870,870,0,10,0,0,0,0
TranspCom#3,TranspCom,11707/01/06,ORY,880,880,CDG,910,910,0,10,0,0,0,0
TranspCom#3,TranspCom,4707/01/06,CDG,920,920,ORY,950,950,0,10,0,0,0,0
TranspCom#3,TranspCom,12107/01/06,ORY,960,960,CDG,990,990,0,10,0,0,0,0
TranspCom#3,TranspCom,5107/01/06,CDG,1000,1000,ORY,1030,1030,0,10,0,0,0,0
TranspCom#3,TranspCom,12507/01/06,ORY,1040,1040,CDG,1070,1070,0,10,0,0,0,0
TranspCom#3,TranspCom,5507/01/06,CDG,1080,1080,ORY,1110,1110,0,10,0,0,0,0
TranspCom#3,TranspCom,12907/01/06,ORY,1120,1120,CDG,1150,1150,0,10,0,0,0,0
TranspCom#3,TranspCom,5907/01/06,CDG,1160,1160,ORY,1190,1190,0,10,0,0,0,0
TranspCom#3,TranspCom,13307/01/06,ORY,1200,1200,CDG,1230,1230,0,10,0,0,0,0
TranspCom#3,TranspCom,6307/01/06,CDG,1240,1240,ORY,1270,1270,0,10,0,0,0,0
TranspCom#3,TranspCom,13707/01/06,ORY,1280,1280,CDG,1310,1310,0,10,0,0,0,0
TranspCom#3,TranspCom,6707/01/06,CDG,1320,1320,ORY,1350,1350,0,10,0,0,0,0
TranspCom#3,TranspCom,14107/01/06,ORY,1360,1360,CDG,1390,1390,0,10,0,0,0,0
TranspCom#3,TranspCom,7107/01/06,CDG,1400,1400,ORY,1430,1430,0,10,0,0,0,0
TranspCom#2,TranspCom,207/01/06,CDG,20,20,ORY,50,50,0,10,0,0,0,0
TranspCom#2,TranspCom,7607/01/06,ORY,60,60,CDG,90,90,0,10,0,0,0,0
TranspCom#2,TranspCom,607/01/06,CDG,100,100,ORY,130,130,0,10,0,0,0,0
TranspCom#2,TranspCom,8007/01/06,ORY,140,140,CDG,170,170,0,10,0,0,0,0
TranspCom#2,TranspCom,1007/01/06,CDG,180,180,ORY,210,210,0,10,0,0,0,0
TranspCom#2,TranspCom,8407/01/06,ORY,220,220,CDG,250,250,0,10,0,0,0,0
TranspCom#2,TranspCom,1407/01/06,CDG,260,260,ORY,290,290,0,10,0,0,0,0
TranspCom#2,TranspCom,8807/01/06,ORY,300,300,CDG,330,330,0,10,0,0,0,0
TranspCom#2,TranspCom,1807/01/06,CDG,340,340,ORY,370,370,0,10,0,0,0,0
TranspCom#2,TranspCom,9207/01/06,ORY,380,380,CDG,410,410,0,10,0,0,0,0
TranspCom#2,TranspCom,2207/01/06,CDG,420,420,ORY,450,450,0,10,0,0,0,0
TranspCom#2,TranspCom,9607/01/06,ORY,460,460,CDG,490,490,0,10,0,0,0,0
TranspCom#2,TranspCom,2607/01/06,CDG,500,500,ORY,530,530,0,10,0,0,0,0
TranspCom#2,TranspCom,10007/01/06,ORY,540,540,CDG,570,570,0,10,0,0,0,0
TranspCom#2,TranspCom,3007/01/06,CDG,580,580,ORY,610,610,0,10,0,0,0,0
TranspCom#2,TranspCom,10407/01/06,ORY,620,620,CDG,650,650,0,10,0,0,0,0
TranspCom#2,TranspCom,3407/01/06,CDG,660,660,ORY,690,690,0,10,0,0,0,0
TranspCom#2,TranspCom,10807/01/06,ORY,700,700,CDG,730,730,0,10,0,0,0,0
TranspCom#2,TranspCom,3807/01/06,CDG,740,740,ORY,770,770,0,10,0,0,0,0
TranspCom#2,TranspCom,11207/01/06,ORY,780,780,CDG,810,810,0,10,0,0,0,0
TranspCom#2,TranspCom,4207/01/06,CDG,820,820,ORY,850,850,0,10,0,0,0,0
TranspCom#2,TranspCom,11607/01/06,ORY,860,860,CDG,890,890,0,10,0,0,0,0
TranspCom#2,TranspCom,4607/01/06,CDG,900,900,ORY,930,930,0,10,0,0,0,0
TranspCom#2,TranspCom,12007/01/06,ORY,940,940,CDG,970,970,0,10,0,0,0,0
TranspCom#2,TranspCom,5007/01/06,CDG,980,980,ORY,1010,1010,0,10,0,0,0,0
TranspCom#2,TranspCom,12407/01/06,ORY,1020,1020,CDG,1050,1050,0,10,0,0,0,0
TranspCom#2,TranspCom,5407/01/06,CDG,1060,1060,ORY,1090,1090,0,10,0,0,0,0
TranspCom#2,TranspCom,12807/01/06,ORY,1100,1100,CDG,1130,1130,0,10,0,0,0,0
TranspCom#2,TranspCom,5807/01/06,CDG,1140,1140,ORY,1170,1170,0,10,0,0,0,0
TranspCom#2,TranspCom,13207/01/06,ORY,1180,1180,CDG,1210,1210,0,10,0,0,0,0
TranspCom#2,TranspCom,6207/01/06,CDG,1220,1220,ORY,1250,1250,0,10,0,0,0,0
TranspCom#2,TranspCom,13607/01/06,ORY,1260,1260,CDG,1290,1290,0,10,0,0,0,0
TranspCom#2,TranspCom,6607/01/06,CDG,1300,1300,ORY,1330,1330,0,10,0,0,0,0
TranspCom#2,TranspCom,14007/01/06,ORY,1340,1340,CDG,1370,1370,0,10,0,0,0,0
TranspCom#2,TranspCom,7007/01/06,CDG,1380,1380,ORY,1410,1410,0,10,0,0,0,0
TranspCom#2,TranspCom,14407/01/06,ORY,1420,1420,CDG,1450,1450,0,10,0,0,0,0
TranspCom#1,TranspCom,107/01/06,CDG,0,0,ORY,30,30,0,10,0,0,0,0
TranspCom#1,TranspCom,7507/01/06,ORY,40,40,CDG,70,70,0,10,0,0,0,0
TranspCom#1,TranspCom,507/01/06,CDG,80,80,ORY,110,110,0,10,0,0,0,0
TranspCom#1,TranspCom,7907/01/06,ORY,120,120,CDG,150,150,0,10,0,0,0,0
TranspCom#1,TranspCom,907/01/06,CDG,160,160,ORY,190,190,0,10,0,0,0,0
TranspCom#1,TranspCom,8307/01/06,ORY,200,200,CDG,230,230,0,10,0,0,0,0
TranspCom#1,TranspCom,1307/01/06,CDG,240,240,ORY,270,270,0,10,0,0,0,0
TranspCom#1,TranspCom,8707/01/06,ORY,280,280,CDG,310,310,0,10,0,0,0,0
TranspCom#1,TranspCom,1707/01/06,CDG,320,320,ORY,350,350,0,10,0,0,0,0
TranspCom#1,TranspCom,9107/01/06,ORY,360,360,CDG,390,390,0,10,0,0,0,0
TranspCom#1,TranspCom,2107/01/06,CDG,400,400,ORY,430,430,0,10,0,0,0,0
TranspCom#1,TranspCom,9507/01/06,ORY,440,440,CDG,470,470,0,10,0,0,0,0
TranspCom#1,TranspCom,2507/01/06,CDG,480,480,ORY,510,510,0,10,0,0,0,0
TranspCom#1,TranspCom,9907/01/06,ORY,520,520,CDG,550,550,0,10,0,0,0,0
TranspCom#1,TranspCom,2907/01/06,CDG,560,560,ORY,590,590,0,10,0,0,0,0
TranspCom#1,TranspCom,10307/01/06,ORY,600,600,CDG,630,630,0,10,0,0,0,0
TranspCom#1,TranspCom,3307/01/06,CDG,640,640,ORY,670,670,0,10,0,0,0,0
TranspCom#1,TranspCom,10707/01/06,ORY,680,680,CDG,710,710,0,10,0,0,0,0
TranspCom#1,TranspCom,3707/01/06,CDG,720,720,ORY,750,750,0,10,0,0,0,0
TranspCom#1,TranspCom,11107/01/06,ORY,760,760,CDG,790,790,0,10,0,0,0,0
TranspCom#1,TranspCom,4107/01/06,CDG,800,800,ORY,830,830,0,10,0,0,0,0
TranspCom#1,TranspCom,11507/01/06,ORY,840,840,CDG,870,870,0,10,0,0,0,0
TranspCom#1,TranspCom,4507/01/06,CDG,880,880,ORY,910,910,0,10,0,0,0,0
TranspCom#1,TranspCom,11907/01/06,ORY,920,920,CDG,950,950,0,10,0,0,0,0
TranspCom#1,TranspCom,4907/01/06,CDG,960,960,ORY,990,990,0,10,0,0,0,0
TranspCom#1,TranspCom,12307/01/06,ORY,1000,1000,CDG,1030,1030,0,10,0,0,0,0
TranspCom#1,TranspCom,5307/01/06,CDG,1040,1040,ORY,1070,1070,0,10,0,0,0,0
TranspCom#1,TranspCom,12707/01/06,ORY,1080,1080,CDG,1110,1110,0,10,0,0,0,0
TranspCom#1,TranspCom,5707/01/06,CDG,1120,1120,ORY,1150,1150,0,10,0,0,0,0
TranspCom#1,TranspCom,13107/01/06,ORY,1160,1160,CDG,1190,1190,0,10,0,0,0,0
TranspCom#1,TranspCom,6107/01/06,CDG,1200,1200,ORY,1230,1230,0,10,0,0,0,0
TranspCom#1,TranspCom,13507/01/06,ORY,1240,1240,CDG,1270,1270,0,10,0,0,0,0
TranspCom#1,TranspCom,6507/01/06,CDG,1280,1280,ORY,1310,1310,0,10,0,0,0,0
TranspCom#1,TranspCom,13907/01/06,ORY,1320,1320,CDG,1350,1350,0,10,0,0,0,0
TranspCom#1,TranspCom,6907/01/06,CDG,1360,1360,ORY,1390,1390,0,10,0,0,0,0
TranspCom#1,TranspCom,14307/01/06,ORY,1400,1400,CDG,1430,1430,0,10,0,0,0,0
F100#6,F100,258307/01/06,RNS,325,325,CDG,385,385,0,30,0,0,0,0
F100#6,F100,454307/01/06,CDG,625,625,MPL,710,710,0,30,0,0,0,0
F100#6,F100,454607/01/06,MPL,760,760,CDG,850,850,0,30,0,0,0,0
F100#6,F100,258607/01/06,CDG,1140,1140,RNS,1195,1195,0,30,0,0,0,0
F100#5,F100,463607/01/06,PUF,325,325,CDG,415,415,0,30,0,0,0,0
F100#5,F100,463907/01/06,CDG,450,450,PUF,540,540,0,30,0,0,0,0
F100#5,F100,463807/01/06,PUF,585,604,CDG,675,694,0,30,19,0,0,0
F100#5,F100,458507/01/06,CDG,780,780,NTE,845,845,0,30,0,0,0,0
F100#5,F100,458607/01/06,NTE,915,915,CDG,980,980,0,30,0,0,0,0
F100#5,F100,463707/01/06,CDG,1210,1210,PUF,1295,1295,0,30,0,0,0,0
F100#4,F100,306707/01/06,ORY,450,450,NCE,530,530,0,30,0,0,0,0
F100#4,F100,478407/01/06,NCE,600,600,LIL,700,700,0,30,0,0,0,0
F100#4,F100,467907/01/06,LIL,755,755,LYS,830,830,0,30,0,0,0,0
F100#4,F100,467807/01/06,LYS,885,885,LIL,960,960,0,30,0,0,0,0
F100#3,F100,252007/01/06,NTE,445,445,TLS,505,505,0,30,0,0,0,0
F100#3,F100,251907/01/06,TLS,535,535,NTE,595,595,0,30,0,0,0,0
F100#3,F100,251807/01/06,NTE,645,645,TLS,705,705,0,30,0,0,0,0
F100#3,F100,251707/01/06,TLS,735,735,NTE,795,795,0,30,0,0,0,0
F100#3,F100,262607/01/06,NTE,830,830,MRS,910,910,0,30,0,0,0,0
F100#3,F100,262507/01/06,MRS,945,945,NTE,1030,1030,0,30,0,0,0,0
F100#2,F100,264807/01/06,SXB,350,350,LYS,410,410,0,30,0,0,0,0
F100#2,F100,264707/01/06,LYS,460,460,SXB,520,520,0,30,0,0,0,0
F100#2,F100,483707/01/06,SXB,555,615,NCE,635,695,0,30,60,0,0,0
F100#2,F100,483807/01/06,NCE,675,730,SXB,755,810,0,30,55,0,0,0
F100#2,F100,264407/01/06,SXB,790,846,LYS,850,906,0,30,56,0,0,0
F100#2,F100,264307/01/06,LYS,900,960,SXB,960,1020,0,30,0,0,0,0
F100#1,F100,253407/01/06,BES,360,360,NTE,405,405,0,30,0,0,0,0
F100#1,F100,263407/01/06,NTE,435,435,SXB,515,515,0,30,0,0,0,0
F100#1,F100,263307/01/06,SXB,545,545,NTE,625,625,0,30,0,0,0,0
F100#1,F100,253307/01/06,NTE,655,655,BES,695,695,0,30,0,0,0,0
F100#1,F100,265507/01/06,BES,740,740,LYS,830,830,0,30,0,0,0,0
F100#1,F100,265607/01/06,LYS,870,870,BES,955,955,0,30,0,0,0,0
ERJ145#5,ERJ145,469407/01/06,NCE,340,340,LYS,395,395,0,25,0,0,0,0
ERJ145#5,ERJ145,469307/01/06,LYS,470,470,NCE,530,530,0,25,0,0,0,0
ERJ145#5,ERJ145,469607/01/06,NCE,590,590,LYS,645,645,0,25,0,0,0,0
ERJ145#5,ERJ145,469907/01/06,LYS,685,685,NCE,745,745,0,25,0,0,0,0
ERJ145#5,ERJ145,470007/01/06,NCE,785,785,LYS,840,840,0,25,0,0,0,0
ERJ145#5,ERJ145,469507/01/06,LYS,900,900,NCE,960,960,0,25,0,0,0,0
ERJ145#4,ERJ145,258707/01/06,CFR,325,325,LYS,395,395,0,25,0,0,0,0
ERJ145#4,ERJ145,258807/01/06,LYS,460,463,CFR,535,538,0,25,3,0,0,0
ERJ145#4,ERJ145,259507/01/06,CFR,750,750,LYS,820,820,0,25,0,0,0,0
ERJ145#4,ERJ145,259607/01/06,LYS,900,900,CFR,975,975,0,25,0,0,0,0
ERJ145#3,ERJ145,452207/01/06,CFE,335,335,CDG,400,400,0,25,0,0,0,0
ERJ145#3,ERJ145,451707/01/06,CDG,435,435,CFE,495,495,0,25,0,0,0,0
ERJ145#3,ERJ145,451807/01/06,CFE,535,535,CDG,600,600,0,25,0,0,0,0
ERJ145#3,ERJ145,258407/01/06,CDG,750,750,RNS,815,815,0,25,0,0,0,0
ERJ145#3,ERJ145,258507/01/06,RNS,895,895,CDG,955,955,0,25,0,0,0,0
ERJ145#3,ERJ145,464107/01/06,CDG,1040,1040,PUF,1130,1130,0,25,0,0,0,0
ERJ145#3,ERJ145,464207/01/06,PUF,1170,1170,CDG,1260,1260,0,25,0,0,0,0
ERJ145#2,ERJ145,436007/01/06,LDE,390,390,ORY,475,475,0,25,0,0,0,0
ERJ145#2,ERJ145,435907/01/06,ORY,525,525,LDE,605,605,0,25,0,0,0,0
ERJ145#2,ERJ145,435007/01/06,LDE,645,645,ORY,730,730,0,25,0,0,0,0
ERJ145#2,ERJ145,434907/01/06,ORY,775,940,LDE,855,1020,0,25,165,0,0,0
ERJ145#1,ERJ145,433407/01/06,AVN,330,330,ORY,405,405,0,25,0,0,0,0
ERJ145#1,ERJ145,433307/01/06,ORY,495,495,AVN,570,570,0,25,0,0,0,0
ERJ145#1,ERJ145,433607/01/06,AVN,605,605,ORY,680,680,0,25,0,0,0,0
ERJ145#1,ERJ145,433707/01/06,ORY,740,740,AVN,815,815,0,25,0,0,0,0
ERJ135#2,ERJ135,259707/01/06,LEH,300,420,URO,320,440,0,25,120,0,0,0
ERJ135#2,ERJ135,259807/01/06,URO,340,463,LYS,420,543,2597,20,123,0,0,0
ERJ135#2,ERJ135,259907/01/06,LYS,460,573,LEH,550,663,0,25,113,0,0,0
ERJ135#2,ERJ135,260007/01/06,LEH,570,693,URO,590,713,2599,20,123,0,0,0
ERJ135#2,ERJ135,260107/01/06,URO,900,900,LEH,920,920,0,25,0,0,0,0
ERJ135#2,ERJ135,260207/01/06,LEH,940,940,LYS,1030,1030,2601,20,0,0,0,0
ERJ135#2,ERJ135,260307/01/06,LYS,1070,1070,URO,1150,1150,0,25,0,0,0,0
ERJ135#2,ERJ135,260407/01/06,URO,1170,1170,LEH,1190,1190,2603,20,0,0,0,0
ERJ135#1,ERJ135,265307/01/06,BES,325,325,LYS,415,415,0,25,0,0,0,0
ERJ135#1,ERJ135,265407/01/06,LYS,460,460,BES,555,555,0,25,0,0,0,0
ERJ135#1,ERJ135,265707/01/06,BES,605,605,MRS,705,705,0,25,0,0,0,0
ERJ135#1,ERJ135,265807/01/06,MRS,745,745,BES,845,845,0,25,0,0,0,0
CRJ700#3,CRJ700,476407/01/06,NCE,345,345,BOD,430,430,0,30,0,0,0,0
CRJ700#3,CRJ700,476507/01/06,BOD,465,465,NCE,540,540,0,30,0,0,0,0
CRJ700#3,CRJ700,307607/01/06,NCE,695,695,ORY,780,780,0,30,0,0,0,0
CRJ700#3,CRJ700,306307/01/06,ORY,840,840,NCE,925,925,0,30,0,0,0,0
CRJ700#2,CRJ700,261307/01/06,RNS,330,330,LYS,405,405,0,30,0,0,0,0
CRJ700#2,CRJ700,261407/01/06,LYS,465,466,RNS,545,546,0,30,1,0,0,0
CRJ700#2,CRJ700,261907/01/06,RNS,755,769,LYS,830,844,0,30,14,0,0,0
CRJ700#2,CRJ700,262007/01/06,LYS,885,885,RNS,965,965,0,30,0,0,0,0
CRJ700#1,CRJ700,512307/01/06,TLS,305,305,AMS,440,440,0,30,0,0,0,0
CRJ700#1,CRJ700,512407/01/06,AMS,505,505,TLS,620,620,0,30,0,0,0,0
CRJ700#1,CRJ700,512507/01/06,TLS,660,660,AMS,790,790,0,30,0,0,0,0
CRJ700#1,CRJ700,512607/01/06,AMS,870,870,TLS,985,985,0,30,0,0,0,0
CRJ700#1,CRJ700,512707/01/06,TLS,1025,1025,AMS,1155,1155,0,30,0,0,0,0
CRJ700#1,CRJ700,512807/01/06,AMS,1205,1205,TLS,1320,1320,0,30,0,0,0,0
CRJ100#4,CRJ100,516307/01/06,BOD,350,380,AMS,460,490,0,25,30,0,0,0
CRJ100#4,CRJ100,516407/01/06,AMS,535,535,BOD,645,645,0,25,0,0,0,0
CRJ100#4,CRJ100,516507/01/06,BOD,685,717,AMS,795,827,0,25,32,0,0,0
CRJ100#4,CRJ100,509307/01/06,AMS,840,900,CFE,930,990,0,25,0,0,0,0
CRJ100#4,CRJ100,509407/01/06,CFE,1000,1120,AMS,1095,1215,0,25,0,0,0,0
CRJ100#4,CRJ100,516607/01/06,AMS,1140,1260,BOD,1250,1370,0,25,0,0,0,0
CRJ100#3,CRJ100,260507/01/06,RNS,400,400,TLS,465,465,0,25,0,0,0,0
CRJ100#3,CRJ100,260607/01/06,TLS,490,490,RNS,560,560,0,25,0,0,0,0
CRJ100#3,CRJ100,252107/01/06,RNS,590,631,MPL,665,706,0,25,41,0,0,0
CRJ100#3,CRJ100,252207/01/06,MPL,695,740,RNS,775,820,0,25,45,0,0,0
CRJ100#3,CRJ100,421307/01/06,RNS,840,900,ORY,905,965,0,25,0,0,0,0
CRJ100#3,CRJ100,421407/01/06,ORY,975,1035,RNS,1035,1095,0,25,0,0,0,0
CRJ100#2,CRJ100,440007/01/06,FSC,450,450,ORY,555,555,0,25,0,0,0,0
CRJ100#2,CRJ100,439307/01/06,ORY,580,580,FSC,685,685,0,25,0,0,0,0
CRJ100#2,CRJ100,439407/01/06,FSC,735,735,ORY,840,840,0,25,0,0,0,0
CRJ100#1,CRJ100,434407/01/06,BIQ,350,368,ORY,430,448,0,25,18,0,0,0
CRJ100#1,CRJ100,434307/01/06,ORY,475,475,BIQ,550,550,0,25,0,0,0,0
CRJ100#1,CRJ100,450207/01/06,BIQ,590,680,CDG,680,770,0,25,90,0,0,0
CRJ100#1,CRJ100,450107/01/06,CDG,755,800,BIQ,840,885,0,25,45,0,0,0
CRJ100#1,CRJ100,435207/01/06,BIQ,980,980,ORY,1060,1060,0,25,0,0,0,0
CRJ100#1,CRJ100,434707/01/06,ORY,1100,1100,BIQ,1175,1175,0,25,0,0,0,0
CRJ100#1,CRJ100,435807/01/06,BIQ,1225,1225,ORY,1305,1305,0,25,0,0,0,0
BAE300#3,BAE300,267307/01/06,SXB,355,355,LGW,440,440,0,30,0,0,0,0
BAE300#3,BAE300,267407/01/06,LGW,475,475,SXB,565,565,0,30,0,0,0,0
BAE300#3,BAE300,462407/01/06,SXB,630,630,CDG,700,700,0,30,0,0,0,0
BAE300#3,BAE300,462707/01/06,CDG,790,828,SXB,860,898,0,30,38,0,0,0
BAE300#3,BAE300,462807/01/06,SXB,915,975,CDG,985,1045,0,30,0,0,0,0
BAE300#3,BAE300,463107/01/06,CDG,1065,1125,SXB,1130,1190,0,30,0,0,0,0
BAE300#2,BAE300,252407/01/06,UIP,345,345,ORY,415,415,0,30,0,0,0,0
BAE300#2,BAE300,252307/01/06,ORY,465,502,UIP,530,567,0,30,37,0,0,0
BAE300#2,BAE300,252607/01/06,UIP,585,604,ORY,655,674,0,30,19,0,0,0
BAE300#2,BAE300,279807/01/06,ORY,780,780,LRT,845,845,0,30,0,0,0,0
BAE300#1,BAE300,257307/01/06,LIG,330,365,ORY,395,430,0,30,35,0,0,0
BAE300#1,BAE300,257407/01/06,ORY,480,480,LIG,540,540,0,30,0,0,0,0
BAE300#1,BAE300,258107/01/06,LIG,605,605,CDG,680,680,0,30,0,0,0,0
BAE300#1,BAE300,258207/01/06,CDG,750,900,LIG,825,975,0,30,150,0,0,0
BAE200#3,BAE200,279307/01/06,LRT,360,372,ORY,430,442,0,30,12,0,0,0
BAE200#3,BAE200,279407/01/06,ORY,475,475,LRT,540,540,0,30,0,0,0,0
BAE200#3,BAE200,279507/01/06,LRT,585,585,ORY,650,650,0,30,0,0,0,0
BAE200#3,BAE200,279607/01/06,ORY,730,730,LRT,795,795,0,30,0,0,0,0
BAE200#3,BAE200,279707/01/06,LRT,840,840,ORY,905,905,0,30,0,0,0,0
BAE200#3,BAE200,252507/01/06,ORY,995,995,UIP,1060,1060,0,30,0,0,0,0
BAE200#2,BAE200,261007/01/06,RNS,420,420,NCE,515,515,0,30,0,0,0,0
BAE200#2,BAE200,266107/01/06,NCE,550,685,BES,665,800,0,30,135,0,0,0
BAE200#2,BAE200,266207/01/06,BES,705,833,NCE,815,943,0,30,128,0,0,0
BAE200#2,BAE200,260907/01/06,NCE,845,1025,RNS,945,1125,0,30,0,0,0,0
BAE200#1,BAE200,254307/01/06,RDZ,340,340,ORY,410,410,0,30,0,0,0,0
