aircraft,family,flight,origin,depInt,altDepInt,destination,arrInt,altArrInt,previous,tt,altFlight,altAirc,newFlight,cancelFlight
A320#146,A320,729201/03/08,CDG,1110,1110,NCE,1205,1205,0,40,0,0,0,0
A320#146,A320,729302/03/08,NCE,1780,1780,CDG,1875,1875,0,40,0,0,0,0
A320#146,A320,724202/03/08,CDG,2005,2005,MRS,2090,2090,0,40,0,0,0,0
A320#146,A320,724502/03/08,MRS,2165,2165,CDG,2255,2255,0,40,0,0,0,0
A320#146,A320,728602/03/08,CDG,2320,2320,NCE,2415,2415,0,40,0,0,0,0
A320#146,A320,580702/03/08,NCE,2465,2465,ORY,2550,2550,0,40,0,0,0,0
A319#185,A319,698001/03/08,ORY,350,350,LYS,415,415,0,35,0,0,0,0
A319#185,A319,698301/03/08,LYS,460,460,ORY,525,525,0,35,0,0,0,0
A319#185,A319,570001/03/08,ORY,710,710,TLS,780,780,0,35,0,0,0,0
A319#185,A319,570501/03/08,TLS,820,820,ORY,900,900,0,35,0,0,0,0
A319#185,A319,561201/03/08,ORY,935,935,MRS,1010,1010,0,35,0,0,0,0
A319#185,A319,562501/03/08,MRS,1050,1050,ORY,1130,1130,0,35,0,0,0,0
A319#185,A319,408401/03/08,ORY,1215,1215,AJA,1315,1315,0,35,0,0,0,0
A319#185,A319,408102/03/08,AJA,1795,1795,ORY,1895,1895,0,35,0,0,0,0
A319#185,A319,688802/03/08,ORY,2305,2305,SXB,2365,2365,0,35,0,0,0,0
A319#185,A319,689502/03/08,SXB,2420,2420,ORY,2480,2480,0,35,0,0,0,0
A319#185,A319,695002/03/08,ORY,2515,2515,BES,2585,2585,0,35,0,0,0,0
A319#185,A319,695302/03/08,BES,2630,2630,ORY,2705,2705,0,35,0,0,0,0
A319#150,A319,558901/03/08,MRS,390,451,ORY,470,531,0,35,61,0,0,0
A319#150,A319,580001/03/08,ORY,900,900,NCE,980,980,0,35,0,0,0,0
A319#150,A319,580701/03/08,NCE,1025,1025,ORY,1110,1110,0,35,0,0,0,0
A319#150,A319,690601/03/08,ORY,1155,1155,SXB,1215,1215,0,35,0,0,0,0
A319#150,A319,689302/03/08,SXB,1780,1780,ORY,1840,1840,0,35,0,0,0,0
A319#150,A319,559002/03/08,ORY,1895,1895,MRS,1970,1970,0,35,0,0,0,0
A319#150,A319,560302/03/08,MRS,2070,2070,ORY,2150,2150,0,35,0,0,0,0
A319#150,A319,585602/03/08,ORY,2230,2230,BOD,2295,2295,0,35,0,0,0,0
A319#150,A319,584702/03/08,BOD,2340,2340,ORY,2410,2410,0,35,0,0,0,0
A319#150,A319,581602/03/08,ORY,2460,2460,NCE,2540,2540,0,35,0,0,0,0
A319#150,A319,581102/03/08,NCE,2585,2585,ORY,2670,2670,0,35,0,0,0,0
A318#36,A318,119801/03/08,CDG,525,525,FRA,610,610,0,30,0,0,0,0
A318#36,A318,119901/03/08,FRA,770,770,CDG,850,850,0,30,0,0,0,0
A318#36,A318,148001/03/08,CDG,930,930,MAD,1055,1055,0,30,0,0,0,0
A318#36,A318,220101/03/08,MAD,1175,1175,ORY,1290,1290,0,30,0,0,0,0
A318#36,A318,460002/03/08,ORY,1890,1890,LCY,1955,1955,0,30,0,0,0,0
A318#36,A318,460102/03/08,LCY,1985,1985,CDG,2055,2055,0,30,0,0,0,0
A318#36,A318,120402/03/08,CDG,2155,2155,LIS,2305,2305,0,30,0,0,0,0
A318#36,A318,120502/03/08,LIS,2355,2355,CDG,2505,2505,0,30,0,0,0,0
A318#36,A318,782002/03/08,CDG,2540,2540,AMS,2615,2615,0,30,0,0,0,0
A318#184,A318,703001/03/08,ORY,370,370,PUF,445,445,0,30,0,0,0,0
A318#184,A318,703501/03/08,PUF,495,495,ORY,575,575,0,30,0,0,0,0
A318#184,A318,691601/03/08,ORY,830,830,MLH,890,890,0,30,0,0,0,0
A318#184,A318,692101/03/08,MLH,940,940,ORY,1010,1010,0,30,0,0,0,0
A318#184,A318,571801/03/08,ORY,1040,1040,TLS,1110,1110,0,30,0,0,0,0
A318#184,A318,572901/03/08,TLS,1180,1180,ORY,1260,1260,0,30,0,0,0,0
A318#184,A318,582402/03/08,ORY,1830,1830,NCE,1910,1910,0,30,0,0,0,0
A318#184,A318,582502/03/08,NCE,1955,1955,ORY,2040,2040,0,30,0,0,0,0
A318#184,A318,570202/03/08,ORY,2210,2210,TLS,2280,2280,0,30,0,0,0,0
A318#184,A318,571102/03/08,TLS,2350,2350,ORY,2430,2430,0,30,0,0,0,0
A318#184,A318,529302/03/08,ORY,2460,2460,LIG,2520,2520,0,30,0,0,0,0
A318#184,A318,529402/03/08,LIG,2550,2550,ORY,2615,2615,0,30,0,0,0,0
A318#184,A318,713802/03/08,ORY,2650,2650,MPL,2730,2730,0,30,0,0,0,0
A318#182,A318,459801/03/08,ORY,390,390,LCY,450,450,0,30,0,0,0,0
A318#182,A318,459901/03/08,LCY,480,480,ORY,560,560,0,30,0,0,0,0
A318#182,A318,460201/03/08,ORY,650,650,LCY,710,710,0,30,0,0,0,0
A318#182,A318,460301/03/08,LCY,740,740,ORY,815,815,0,30,0,0,0,0
A318#182,A318,460401/03/08,ORY,870,870,LCY,930,930,0,30,0,0,0,0
A318#182,A318,460501/03/08,LCY,960,960,ORY,1035,1035,0,30,0,0,0,0
A318#182,A318,460801/03/08,ORY,1075,1075,LCY,1140,1140,0,30,0,0,0,0
A318#182,A318,460901/03/08,LCY,1170,1170,ORY,1245,1245,0,30,0,0,0,0
A318#182,A318,220202/03/08,ORY,1810,1810,MAD,1925,1925,0,30,0,0,0,0
A318#182,A318,220302/03/08,MAD,2140,2140,ORY,2260,2260,0,30,0,0,0,0
A318#182,A318,460402/03/08,ORY,2310,2310,LCY,2370,2370,0,30,0,0,0,0
A318#182,A318,460502/03/08,LCY,2400,2400,ORY,2475,2475,0,30,0,0,0,0
A318#182,A318,460802/03/08,ORY,2515,2515,LCY,2580,2580,0,30,0,0,0,0
A318#182,A318,460902/03/08,LCY,2610,2610,ORY,2685,2685,0,30,0,0,0,0
CRJ700#133,CRJ700,744101/03/08,LYS,335,335,NTE,410,410,0,30,0,0,0,0
CRJ700#133,CRJ700,272201/03/08,NTE,450,450,LIL,515,515,0,30,0,0,0,0
CRJ700#133,CRJ700,508801/03/08,LIL,1045,1045,TLS,1135,1135,0,30,0,0,0,0
CRJ700#133,CRJ700,517601/03/08,TLS,1170,1170,MRS,1225,1225,0,30,0,0,0,0
CRJ700#133,CRJ700,534002/03/08,MRS,1920,1920,NTE,2005,2005,0,30,0,0,0,0
CRJ700#133,CRJ700,491702/03/08,NTE,2210,2210,NCE,2300,2300,0,30,0,0,0,0
CRJ700#133,CRJ700,750902/03/08,NCE,2340,2340,LIL,2440,2440,0,30,0,0,0,0
CRJ700#133,CRJ700,491002/03/08,LIL,2485,2485,MRS,2580,2580,0,30,0,0,0,0
CRJ700#133,CRJ700,517702/03/08,MRS,2620,2620,TLS,2675,2675,0,30,0,0,0,0
BAE300#3,BAE300,428101/03/08,AJA,385,385,NCE,440,440,0,30,0,0,0,0
BAE300#3,BAE300,431601/03/08,NCE,470,480,BIA,525,535,0,30,10,0,0,0
BAE300#3,BAE300,433101/03/08,BIA,645,645,MRS,700,700,0,30,0,0,0,0
BAE300#3,BAE300,740301/03/08,MRS,785,785,LYS,840,840,0,30,0,0,0,0
BAE300#3,BAE300,742201/03/08,LYS,900,910,TLS,965,975,0,30,10,0,0,0
BAE300#3,BAE300,742301/03/08,TLS,1015,1015,LYS,1075,1075,0,30,0,0,0,0
BAE300#3,BAE300,537701/03/08,LYS,1160,1160,BES,1250,1250,0,30,0,0,0,0
BAE300#3,BAE300,538602/03/08,BES,1765,1765,LYS,1855,1855,0,30,0,0,0,0
BAE300#3,BAE300,499202/03/08,LYS,1895,1895,MLH,1955,1955,0,30,0,0,0,0
BAE300#3,BAE300,286002/03/08,MLH,2000,2000,BOD,2085,2085,0,30,0,0,0,0
BAE300#3,BAE300,271002/03/08,BOD,2120,2120,LIL,2205,2205,0,30,0,0,0,0
BAE300#3,BAE300,272502/03/08,LIL,2240,2240,NTE,2310,2310,0,30,0,0,0,0
BAE300#3,BAE300,272602/03/08,NTE,2340,2340,LIL,2405,2405,0,30,0,0,0,0
BAE300#3,BAE300,272302/03/08,LIL,2455,2455,NTE,2525,2525,0,30,0,0,0,0
BAE300#3,BAE300,272402/03/08,NTE,2560,2560,LIL,2625,2625,0,30,0,0,0,0
BAE300#176,BAE300,270101/03/08,NTE,360,360,BOD,405,405,0,30,0,0,0,0
BAE300#176,BAE300,271201/03/08,BOD,445,506,LIL,530,591,0,30,61,0,0,0
BAE300#176,BAE300,271501/03/08,LIL,1080,1080,BOD,1160,1160,0,30,0,0,0,0
BAE300#176,BAE300,268901/03/08,BOD,1195,1195,RNS,1260,1260,0,30,0,0,0,0
BAE300#176,BAE300,268002/03/08,RNS,1795,1795,BOD,1855,1855,0,30,0,0,0,0
BAE300#176,BAE300,280302/03/08,BOD,1895,1895,CFE,1950,1950,0,30,0,0,0,0
BAE300#176,BAE300,273302/03/08,CFE,1980,1980,NCE,2050,2050,0,30,0,0,0,0
BAE300#176,BAE300,491602/03/08,NCE,2080,2080,NTE,2175,2175,0,30,0,0,0,0
BAE300#176,BAE300,270502/03/08,NTE,2320,2320,BOD,2365,2365,0,30,0,0,0,0
BAE300#176,BAE300,286102/03/08,BOD,2400,2400,MLH,2485,2485,0,30,0,0,0,0
BAE300#176,BAE300,490302/03/08,MLH,2515,2515,RNS,2600,2600,0,30,0,0,0,0
BAE300#176,BAE300,490202/03/08,RNS,2630,2630,MLH,2710,2710,0,30,0,0,0,0
BAE200#116,BAE200,273901/03/08,LIL,570,570,BOD,650,650,0,30,0,0,0,0
BAE200#116,BAE200,274001/03/08,BOD,690,690,LIS,795,795,2739,20,0,0,0,0
BAE200#116,BAE200,274801/03/08,LIS,830,830,BOD,940,940,0,30,0,0,0,0
BAE200#116,BAE200,274901/03/08,BOD,970,970,LIL,1050,1050,2748,20,0,0,0,0
BAE200#116,BAE200,273902/03/08,LIL,2010,2010,BOD,2090,2090,0,30,0,0,0,0
BAE200#116,BAE200,274002/03/08,BOD,2130,2130,LIS,2235,2235,2739,20,0,0,0,0
BAE200#116,BAE200,274802/03/08,LIS,2270,2270,BOD,2380,2380,0,30,0,0,0,0
BAE200#116,BAE200,274902/03/08,BOD,2410,2410,LIL,2490,2490,2748,20,0,0,0,0
BAE200#115,BAE200,271101/03/08,LIL,330,330,BOD,410,410,0,30,0,0,0,0
BAE200#115,BAE200,738301/03/08,BOD,445,455,LYS,515,525,0,30,10,0,0,0
BAE200#115,BAE200,722101/03/08,LYS,600,600,CDG,670,670,0,30,0,0,0,0
BAE200#115,BAE200,730401/03/08,CDG,705,705,NTE,770,770,0,30,0,0,0,0
BAE200#115,BAE200,523101/03/08,NTE,880,880,TLS,940,940,0,30,0,0,0,0
BAE200#115,BAE200,523001/03/08,TLS,970,970,NTE,1030,1030,0,30,0,0,0,0
BAE200#115,BAE200,270701/03/08,NTE,1080,1080,BOD,1130,1130,0,30,0,0,0,0
BAE200#115,BAE200,270601/03/08,BOD,1200,1200,NTE,1245,1245,0,30,0,0,0,0
BAE200#115,BAE200,270102/03/08,NTE,1800,1800,BOD,1845,1845,0,30,0,0,0,0
BAE200#115,BAE200,271202/03/08,BOD,1885,1885,LIL,1970,1970,0,30,0,0,0,0
BAE200#115,BAE200,739402/03/08,LIL,2450,2450,LYS,2525,2525,0,30,0,0,0,0
BAE200#115,BAE200,740602/03/08,LYS,2575,2575,MRS,2630,2630,0,30,0,0,0,0
F100#84,F100,276301/03/08,CFE,330,330,LIL,415,415,0,30,0,0,0,0
F100#84,F100,276201/03/08,LIL,445,445,CFE,530,530,0,30,0,0,0,0
F100#84,F100,497302/03/08,CFE,1790,1790,SXB,1855,1855,0,30,0,0,0,0
F100#84,F100,497002/03/08,SXB,1885,1885,CFE,1950,1950,0,30,0,0,0,0
F100#84,F100,274202/03/08,CFE,1995,1995,NTE,2055,2055,0,30,0,0,0,0
F100#84,F100,285402/03/08,NTE,2190,2190,MPL,2270,2270,0,30,0,0,0,0
F100#84,F100,285502/03/08,MPL,2300,2300,NTE,2380,2380,0,30,0,0,0,0
F100#84,F100,274102/03/08,NTE,2415,2415,CFE,2475,2475,0,30,0,0,0,0
F100#84,F100,269602/03/08,CFE,2510,2510,BIQ,2570,2570,0,30,0,0,0,0
F100#84,F100,501902/03/08,BIQ,2615,2615,LYS,2690,2690,0,30,0,0,0,0
ERJ145#83,ERJ145,280401/03/08,CFE,360,360,BOD,410,410,0,25,0,0,0,0
ERJ145#83,ERJ145,505501/03/08,BOD,440,440,SXB,525,525,0,25,0,0,0,0
ERJ145#83,ERJ145,506201/03/08,SXB,815,815,TLS,900,900,0,25,0,0,0,0
ERJ145#83,ERJ145,506301/03/08,TLS,930,930,SXB,1020,1020,0,25,0,0,0,0
ERJ145#83,ERJ145,506401/03/08,SXB,1055,1055,TLS,1140,1140,0,25,0,0,0,0
ERJ145#83,ERJ145,506501/03/08,TLS,1175,1175,SXB,1265,1265,0,25,0,0,0,0
ERJ145#83,ERJ145,506002/03/08,SXB,1775,1775,TLS,1860,1860,0,25,0,0,0,0
ERJ145#83,ERJ145,506102/03/08,TLS,1890,1890,SXB,1980,1980,0,25,0,0,0,0
ERJ145#83,ERJ145,506202/03/08,SXB,2255,2255,TLS,2340,2340,0,25,0,0,0,0
ERJ145#83,ERJ145,743102/03/08,TLS,2370,2370,LYS,2440,2440,0,25,0,0,0,0
ERJ145#83,ERJ145,738402/03/08,LYS,2475,2475,BOD,2540,2540,0,25,0,0,0,0
ERJ145#83,ERJ145,280102/03/08,BOD,2640,2640,CFE,2695,2695,0,25,0,0,0,0
ERJ145#31,ERJ145,278201/03/08,BOD,455,465,BCN,525,535,0,25,10,0,0,0
ERJ145#31,ERJ145,278301/03/08,BCN,560,620,BOD,630,690,0,25,60,0,0,0
ERJ145#31,ERJ145,280801/03/08,BOD,870,870,GVA,955,955,0,25,0,0,0,0
ERJ145#31,ERJ145,280601/03/08,GVA,985,985,CFE,1030,1030,0,25,0,0,0,0
ERJ145#31,ERJ145,284202/03/08,CFE,2000,2000,AMS,2090,2090,0,25,0,0,0,0
ERJ145#31,ERJ145,786302/03/08,AMS,2195,2195,MRS,2310,2310,0,25,0,0,0,0
ERJ145#31,ERJ145,786202/03/08,MRS,2355,2355,AMS,2490,2490,0,25,0,0,0,0
ERJ145#31,ERJ145,785502/03/08,AMS,2550,2550,NCE,2675,2675,0,25,0,0,0,0
ERJ145#144,ERJ145,499101/03/08,MLH,365,365,LYS,420,420,0,25,0,0,0,0
ERJ145#144,ERJ145,500601/03/08,LYS,475,475,PUF,545,545,0,25,0,0,0,0
ERJ145#144,ERJ145,500901/03/08,PUF,990,990,LYS,1060,1060,0,25,0,0,0,0
ERJ145#144,ERJ145,744901/03/08,LYS,1135,1135,NTE,1210,1210,0,25,0,0,0,0
ERJ145#144,ERJ145,285002/03/08,NTE,1795,1795,MPL,1875,1875,0,25,0,0,0,0
ERJ145#144,ERJ145,285102/03/08,MPL,1915,1915,CFE,1965,1965,0,25,0,0,0,0
ERJ145#136,ERJ145,742601/03/08,LYS,345,345,TLS,420,420,0,25,0,0,0,0
ERJ145#136,ERJ145,283601/03/08,TLS,465,465,CFE,520,520,0,25,0,0,0,0
ERJ145#136,ERJ145,283901/03/08,CFE,1050,1050,TLS,1105,1105,0,25,0,0,0,0
ERJ145#136,ERJ145,283801/03/08,TLS,1135,1135,CFE,1190,1190,0,25,0,0,0,0
ERJ145#136,ERJ145,496602/03/08,CFE,1795,1795,NTE,1855,1855,0,25,0,0,0,0
ERJ145#136,ERJ145,272202/03/08,NTE,1890,1890,LIL,1955,1955,0,25,0,0,0,0
ERJ145#136,ERJ145,271702/03/08,LIL,2295,2295,BOD,2375,2375,0,25,0,0,0,0
ERJ145#136,ERJ145,738702/03/08,BOD,2455,2455,LYS,2525,2525,0,25,0,0,0,0
ERJ145#136,ERJ145,538502/03/08,LYS,2575,2575,MPL,2640,2640,0,25,0,0,0,0
CRJ700#28,CRJ700,281001/03/08,BOD,440,455,MAD,515,530,0,30,15,0,0,0
CRJ700#28,CRJ700,281101/03/08,MAD,560,560,BOD,635,635,0,30,0,0,0,0
CRJ700#28,CRJ700,788201/03/08,BOD,685,685,AMS,795,795,0,30,0,0,0,0
CRJ700#28,CRJ700,284301/03/08,AMS,925,925,CFE,1015,1015,0,30,0,0,0,0
CRJ700#28,CRJ700,280502/03/08,CFE,1980,1980,GVA,2030,2030,0,30,0,0,0,0
CRJ700#28,CRJ700,280902/03/08,GVA,2070,2070,BOD,2145,2145,0,30,0,0,0,0
CRJ700#28,CRJ700,280802/03/08,BOD,2310,2310,GVA,2395,2395,0,30,0,0,0,0
CRJ700#28,CRJ700,280602/03/08,GVA,2425,2425,CFE,2470,2470,0,30,0,0,0,0
B777#219,B777,232501/03/08,SVO,460,460,CDG,690,690,0,60,0,0,0,0
B777#219,B777,172401/03/08,CDG,920,920,SVO,1155,1155,0,60,0,0,0,0
B777#219,B777,152502/03/08,SVO,2230,2230,CDG,2470,2470,0,60,0,0,0,0
B747#74,B747,177601/03/08,CDG,515,515,CMN,700,700,0,60,0,0,0,0
B747#74,B747,177701/03/08,CMN,765,775,CDG,950,960,0,60,10,0,0,0
B747#74,B747,156402/03/08,CDG,1890,1890,TUN,2040,2040,0,60,0,0,0,0
B747#74,B747,156502/03/08,TUN,2100,2100,CDG,2255,2255,0,60,0,0,0,0
B747#74,B747,212402/03/08,CDG,2345,2345,SVO,2565,2565,0,60,0,0,0,0
A330#108,A330,197102/03/08,IST,1860,1860,CDG,2085,2085,0,60,0,0,0,0
A321#61,A321,722001/03/08,CDG,375,375,LYS,450,450,0,45,0,0,0,0
A321#61,A321,723301/03/08,LYS,500,500,CDG,575,575,0,45,0,0,0,0
A321#61,A321,737201/03/08,CDG,1160,1160,TLS,1245,1245,0,45,0,0,0,0
A321#61,A321,568302/03/08,TLS,1780,1780,ORY,1860,1860,0,45,0,0,0,0
A321#61,A321,529102/03/08,ORY,1920,1920,LIG,1980,1980,0,45,0,0,0,0
A321#61,A321,529802/03/08,LIG,2045,2045,CDG,2120,2120,0,45,0,0,0,0
A321#61,A321,720402/03/08,CDG,2185,2185,BOD,2265,2265,0,45,0,0,0,0
A321#61,A321,720902/03/08,BOD,2365,2365,CDG,2450,2450,0,45,0,0,0,0
A321#61,A321,725002/03/08,CDG,2660,2660,MRS,2745,2745,0,45,0,0,0,0
A321#111,A321,205101/03/08,LHR,405,405,CDG,485,485,0,45,0,0,0,0
A321#111,A321,448001/03/08,CDG,535,535,PRG,640,640,0,45,0,0,0,0
A321#111,A321,448301/03/08,PRG,725,725,CDG,835,835,0,45,0,0,0,0
A321#111,A321,152801/03/08,CDG,880,880,BCN,985,985,0,45,0,0,0,0
A321#111,A321,152901/03/08,BCN,1035,1035,CDG,1150,1150,0,45,0,0,0,0
A321#111,A321,60402/03/08,CDG,1825,1825,LIS,1975,1975,0,45,0,0,0,0
A321#111,A321,60502/03/08,LIS,2120,2120,CDG,2270,2270,0,45,0,0,0,0
A321#111,A321,189802/03/08,CDG,2390,2390,FRA,2475,2475,0,45,0,0,0,0
A321#111,A321,189902/03/08,FRA,2525,2525,CDG,2605,2605,0,45,0,0,0,0
A321#110,A321,469501/03/08,LCY,495,495,DUB,575,575,0,45,0,0,0,0
A321#110,A321,458701/03/08,DUB,1020,1020,CDG,1130,1130,0,45,0,0,0,0
A321#110,A321,458202/03/08,CDG,1815,1815,DUB,1930,1930,0,45,0,0,0,0
A321#110,A321,458102/03/08,DUB,1980,1980,CDG,2090,2090,0,45,0,0,0,0
A321#110,A321,156202/03/08,CDG,2165,2165,PRG,2270,2270,0,45,0,0,0,0
A321#110,A321,156302/03/08,PRG,2330,2330,CDG,2435,2435,0,45,0,0,0,0
A321#110,A321,210202/03/08,CDG,2480,2480,MUC,2575,2575,0,45,0,0,0,0
A321#110,A321,210302/03/08,MUC,2625,2625,CDG,2730,2730,0,45,0,0,0,0
A320#79,A320,723901/03/08,CFE,335,345,CDG,400,410,0,40,10,0,0,0
A320#79,A320,735601/03/08,CDG,450,450,PUF,540,540,0,40,0,0,0,0
A320#79,A320,735501/03/08,PUF,585,595,CDG,675,685,0,40,10,0,0,0
A320#79,A320,722401/03/08,CDG,730,730,LYS,800,800,0,40,0,0,0,0
A320#79,A320,722501/03/08,LYS,955,955,CDG,1025,1025,0,40,0,0,0,0
A320#79,A320,722801/03/08,CDG,1075,1075,LYS,1150,1150,0,40,0,0,0,0
A320#79,A320,722901/03/08,LYS,1200,1200,CDG,1275,1275,0,40,0,0,0,0
A320#79,A320,736002/03/08,CDG,1815,1815,TLS,1900,1900,0,40,0,0,0,0
A320#79,A320,568902/03/08,TLS,1945,1945,ORY,2025,2025,0,40,0,0,0,0
A320#79,A320,571602/03/08,ORY,2450,2450,TLS,2520,2520,0,40,0,0,0,0
A320#79,A320,742502/03/08,TLS,2590,2590,LYS,2660,2660,0,40,0,0,0,0
A320#142,A320,286901/03/08,MLH,365,365,CDG,440,440,0,40,0,0,0,0
A320#142,A320,731201/03/08,CDG,1200,1200,BES,1275,1275,0,40,0,0,0,0
A320#142,A320,731702/03/08,BES,1765,1765,CDG,1845,1845,0,40,0,0,0,0
A320#142,A320,735602/03/08,CDG,1890,1890,PUF,1980,1980,0,40,0,0,0,0
A320#142,A320,735502/03/08,PUF,2025,2025,CDG,2115,2115,0,40,0,0,0,0
A320#142,A320,530102/03/08,CDG,2190,2190,RNS,2255,2255,0,40,0,0,0,0
A320#142,A320,530202/03/08,RNS,2335,2335,CDG,2395,2395,0,40,0,0,0,0
A320#142,A320,731202/03/08,CDG,2640,2640,BES,2715,2715,0,40,0,0,0,0
A319#232,A319,737301/03/08,TLS,365,365,CDG,455,455,0,35,0,0,0,0
A319#232,A319,724201/03/08,CDG,565,565,MRS,650,650,0,35,0,0,0,0
A319#232,A319,724501/03/08,MRS,725,786,CDG,815,876,0,35,61,0,0,0
A319#232,A319,736801/03/08,CDG,1045,1045,TLS,1130,1130,0,35,0,0,0,0
A319#232,A319,508901/03/08,TLS,1165,1165,LIL,1260,1260,0,35,0,0,0,0
A319#232,A319,271102/03/08,LIL,1770,1770,BOD,1850,1850,0,35,0,0,0,0
A319#232,A319,270002/03/08,BOD,1900,1900,NTE,1955,1955,0,35,0,0,0,0
A319#232,A319,730502/03/08,NTE,2030,2030,CDG,2095,2095,0,35,0,0,0,0
A319#232,A319,724802/03/08,CDG,2495,2495,MRS,2580,2580,0,35,0,0,0,0
A319#232,A319,725102/03/08,MRS,2630,2630,CDG,2720,2720,0,35,0,0,0,0
A319#175,A319,730101/03/08,NTE,335,335,CDG,400,400,0,35,0,0,0,0
A319#175,A319,723401/03/08,CDG,435,435,CFE,495,495,0,35,0,0,0,0
A319#175,A319,723501/03/08,CFE,535,535,CDG,600,600,0,35,0,0,0,0
A319#175,A319,734201/03/08,CDG,700,700,SXB,770,770,0,35,0,0,0,0
A319#175,A319,735101/03/08,SXB,850,911,CDG,920,981,0,35,61,0,0,0
A319#175,A319,721001/03/08,CDG,1200,1200,BOD,1280,1280,0,35,0,0,0,0
A319#175,A319,720102/03/08,BOD,1790,1790,CDG,1875,1875,0,35,0,0,0,0
A319#175,A319,723202/03/08,CDG,1955,1955,LYS,2025,2025,0,35,0,0,0,0
A319#175,A319,722502/03/08,LYS,2395,2395,CDG,2465,2465,0,35,0,0,0,0
A319#175,A319,726602/03/08,CDG,2505,2505,MPL,2590,2590,0,35,0,0,0,0
A319#175,A319,726502/03/08,MPL,2640,2640,CDG,2730,2730,0,35,0,0,0,0
A319#165,A319,729101/03/08,NCE,385,385,CDG,480,480,0,35,0,0,0,0
A319#165,A319,726001/03/08,CDG,625,625,MPL,710,710,0,35,0,0,0,0
A319#165,A319,726301/03/08,MPL,760,760,CDG,850,850,0,35,0,0,0,0
A319#165,A319,736601/03/08,CDG,900,910,TLS,985,995,0,35,10,0,0,0
A319#165,A319,736901/03/08,TLS,1035,1035,CDG,1125,1125,0,35,0,0,0,0
A319#165,A319,735001/03/08,CDG,1200,1200,SXB,1270,1270,0,35,0,0,0,0
A319#165,A319,734102/03/08,SXB,1785,1785,CDG,1855,1855,0,35,0,0,0,0
A319#165,A319,724602/03/08,CDG,2325,2325,MRS,2410,2410,0,35,0,0,0,0
A319#165,A319,562302/03/08,MRS,2460,2460,ORY,2540,2540,0,35,0,0,0,0
A318#94,A318,470401/03/08,DUB,460,460,LCY,540,540,0,30,0,0,0,0
A318#94,A318,470301/03/08,LCY,570,570,DUB,650,650,0,30,0,0,0,0
A318#94,A318,469801/03/08,DUB,705,715,LCY,780,790,0,30,10,0,0,0
