253 A 312.5 5 cancelled 
254 R 468.0 5 cancelled 
255 R 580.5 1 cancelled 
256 R 200.0 9 cancelled 
257 R 312.5 2 cancelled 
258 A 438.8 14 cancelled 
259 A 187.5 32 cancelled 
260 R 438.8 5 cancelled 
261 R 187.5 12 cancelled 
262 A 200.0 68 cancelled 
263 A 262.5 8 cancelled 
264 R 200.0 31 cancelled 
265 R 262.5 4 cancelled 
266 A 287.5 10 cancelled 
267 A 287.5 10 cancelled 
268 A 525.0 11 cancelled 
269 A 187.5 101 cancelled 
270 R 187.5 26 cancelled 
271 A 200.0 61 cancelled 
272 A 300.0 15 cancelled 
273 R 200.0 35 cancelled 
274 R 300.0 7 cancelled 
275 A 525.0 14 cancelled 
276 A 187.5 91 cancelled 
277 R 187.5 23 cancelled 
278 A 200.0 66 cancelled 
279 A 287.5 15 cancelled 
280 R 200.0 30 cancelled 
281 R 300.0 6 cancelled 
282 A 187.5 66 4319 07/01/06 E 
283 R 187.5 17 4319 07/01/06 E 
284 A 200.0 104 cancelled 
285 R 200.0 23 cancelled 
286 A 187.5 51 cancelled 
287 R 187.5 15 cancelled 
288 A 212.5 72 cancelled 
289 A 312.5 15 cancelled 
290 R 212.5 24 cancelled 
291 R 312.5 3 cancelled 
292 A 300.0 1 cancelled 
293 A 300.0 1 cancelled 
294 A 562.5 14 cancelled 
295 A 187.5 63 cancelled 
296 A 287.5 13 cancelled 
297 R 187.5 18 cancelled 
298 R 287.5 4 cancelled 
299 A 287.5 5 cancelled 
300 A 287.5 5 cancelled 
301 A 200.0 80 cancelled 
302 A 300.0 15 cancelled 
303 R 200.0 17 cancelled 
304 R 300.0 5 cancelled 
305 A 287.5 4 cancelled 
306 A 287.5 4 cancelled 
307 A 187.5 83 cancelled 
308 R 187.5 47 cancelled 
309 A 200.0 55 cancelled 
310 A 287.5 12 cancelled 
311 R 200.0 22 cancelled 
312 R 287.5 5 cancelled 
313 A 187.5 51 cancelled 
314 R 187.5 38 cancelled 
315 A 200.0 64 cancelled 
316 A 275.0 15 cancelled 
317 R 200.0 28 cancelled 
318 R 287.5 6 cancelled 
319 A 187.5 94 cancelled 
320 R 187.5 17 cancelled 
321 A 212.5 60 cancelled 
322 A 437.5 15 cancelled 
323 R 212.5 33 cancelled 
324 R 437.5 7 cancelled 
325 A 337.5 5 cancelled 
326 A 337.5 5 cancelled 
327 A 562.5 13 cancelled 
328 A 200.0 68 cancelled 
329 A 287.5 13 cancelled 
330 R 200.0 17 cancelled 
331 R 287.5 5 cancelled 
332 A 275.0 3 cancelled 
333 A 275.0 3 cancelled 
334 A 250.0 92 cancelled 
335 R 250.0 32 cancelled 
336 A 250.0 74 cancelled 
337 A 350.0 15 cancelled 
338 R 250.0 19 cancelled 
339 R 350.0 3 cancelled 
340 A 250.0 100 cancelled 
341 R 250.0 24 cancelled 
342 A 250.0 83 cancelled 
343 R 250.0 42 cancelled 
344 A 212.5 98 cancelled 
345 R 212.5 29 cancelled 
346 A 325.0 3 cancelled 
347 A 325.0 3 cancelled 
348 A 225.0 42 cancelled 
349 A 312.5 7 cancelled 
350 R 225.0 63 cancelled 
351 R 375.0 9 cancelled 
352 A 325.0 7 cancelled 
353 A 325.0 7 cancelled 
354 A 200.0 56 cancelled 
355 A 350.0 16 cancelled 
356 R 200.0 38 cancelled 
357 R 350.0 8 cancelled 
358 A 312.5 5 cancelled 
359 A 312.5 5 cancelled 
360 A 212.5 58 cancelled 
361 A 300.0 15 cancelled 
362 R 212.5 38 cancelled 
363 R 300.0 7 cancelled 
364 A 200.0 91 cancelled 
365 R 200.0 30 cancelled 
366 A 212.5 69 cancelled 
367 A 300.0 13 cancelled 
368 R 212.5 16 cancelled 
369 R 287.5 4 cancelled 
370 A 212.5 69 cancelled 
371 A 300.0 15 cancelled 
372 R 212.5 27 cancelled 
373 R 312.5 3 cancelled 
374 A 312.5 8 cancelled 
375 A 312.5 8 cancelled 
376 A 637.5 12 cancelled 
377 A 200.0 88 cancelled 
378 R 200.0 27 cancelled 
379 A 312.5 2 cancelled 
380 A 312.5 2 cancelled 
381 A 212.5 84 cancelled 
382 A 312.5 15 cancelled 
383 R 212.5 13 cancelled 
384 R 312.5 4 cancelled 
385 A 200.0 102 cancelled 
386 R 200.0 18 cancelled 
387 A 212.5 80 cancelled 
388 A 362.5 14 cancelled 
389 R 212.5 14 cancelled 
390 R 350.0 4 cancelled 
391 A 200.0 84 cancelled 
392 R 200.0 13 cancelled 
393 A 200.0 107 cancelled 
394 R 200.0 21 cancelled 
395 A 312.5 1 cancelled 
396 A 312.5 1 cancelled 
397 A 212.5 77 4386 07/01/06 E 
398 A 312.5 8 cancelled 
399 R 212.5 22 4386 07/01/06 E 
400 R 362.5 3 cancelled 
401 A 200.0 100 4387 07/01/06 E 
402 R 200.0 27 4387 07/01/06 E 
403 A 212.5 74 4388 07/01/06 E 
404 A 300.0 15 cancelled 
405 R 212.5 22 4388 07/01/06 E 
406 R 300.0 5 cancelled 
407 A 237.5 113 4459 07/01/06 E 
408 R 237.5 12 4459 07/01/06 E 
409 A 237.5 111 cancelled 
410 R 237.5 17 cancelled 
411 A 150.0 72 cancelled 
412 A 250.0 8 cancelled 
413 R 150.0 27 cancelled 
414 R 250.0 4 cancelled 
415 A 200.0 5 cancelled 
416 A 200.0 5 cancelled 
417 A 462.5 14 cancelled 
418 A 187.5 63 cancelled 
419 A 300.0 15 cancelled 
420 R 187.5 33 cancelled 
421 R 300.0 7 cancelled 
422 A 200.0 50 cancelled 
423 A 300.0 7 cancelled 
424 R 200.0 38 cancelled 
425 R 300.0 4 cancelled 
426 A 187.5 71 cancelled 
427 A 337.5 8 cancelled 
428 R 187.5 28 cancelled 
429 R 337.5 4 cancelled 
430 A 200.0 61 cancelled 
431 A 250.0 13 cancelled 
432 R 200.0 23 cancelled 
433 R 250.0 5 cancelled 
434 A 150.0 65 cancelled 
435 R 150.0 30 cancelled 
436 A 237.5 94 cancelled 
437 R 237.5 30 cancelled 
438 A 225.0 73 cancelled 
439 A 312.5 15 cancelled 
440 R 225.0 21 cancelled 
441 R 325.0 5 cancelled 
442 A 200.0 57 cancelled 
443 A 237.5 13 cancelled 
444 R 200.0 23 cancelled 
445 R 237.5 5 cancelled 
446 A 212.5 50 cancelled 
447 A 350.0 13 cancelled 
448 R 212.5 37 cancelled 
449 R 312.5 4 cancelled 
450 A 200.0 53 cancelled 
451 A 250.0 14 cancelled 
452 R 200.0 42 cancelled 
453 R 250.0 7 cancelled 
454 A 150.0 60 cancelled 
455 R 150.0 13 cancelled 
456 A 225.0 74 cancelled 
457 A 312.5 8 cancelled 
458 R 225.0 22 cancelled 
459 R 563.8 3 cancelled 
460 R 534.5 3 cancelled 
461 R 300.0 3 cancelled 
462 A 337.5 4 cancelled 
463 A 337.5 4 cancelled 
464 A 772.0 13 cancelled 
465 A 212.5 73 cancelled 
466 A 262.5 14 cancelled 
467 R 212.5 16 cancelled 
468 R 262.5 4 cancelled 
469 A 337.5 3 cancelled 
470 A 337.5 3 cancelled 
471 A 225.0 78 cancelled 
472 A 275.0 7 cancelled 
473 R 225.0 19 cancelled 
474 R 563.8 2 cancelled 
475 R 312.5 3 cancelled 
476 A 337.5 4 cancelled 
477 A 337.5 4 cancelled 
478 A 212.5 52 cancelled 
479 A 437.5 29 cancelled 
480 R 212.5 16 cancelled 
481 R 437.5 11 cancelled 
482 A 225.0 52 cancelled 
483 A 337.5 13 cancelled 
484 R 225.0 31 cancelled 
485 R 312.5 3 cancelled 
486 A 212.5 94 cancelled 
487 R 212.5 12 cancelled 
488 A 200.0 78 cancelled 
489 A 350.0 15 cancelled 
490 R 200.0 19 cancelled 
491 R 685.0 2 cancelled 
492 R 350.0 3 cancelled 
493 A 312.5 5 cancelled 
494 A 312.5 5 cancelled 
495 A 637.5 14 cancelled 
496 A 212.5 73 cancelled 
497 A 312.5 15 cancelled 
498 R 212.5 23 cancelled 
499 R 312.5 6 cancelled 
500 A 312.5 1 cancelled 
501 A 312.5 1 cancelled 
502 A 200.0 63 cancelled 
503 A 350.0 14 cancelled 
504 R 200.0 23 cancelled 
505 R 350.0 3 cancelled 
506 A 312.5 6 cancelled 
507 A 312.5 6 cancelled 
508 A 212.5 53 cancelled 
509 A 300.0 14 cancelled 
510 R 212.5 45 cancelled 
511 R 300.0 4 cancelled 
512 A 162.5 65 cancelled 
513 A 237.5 14 cancelled 
514 R 162.5 25 cancelled 
515 R 237.5 6 cancelled 
516 A 175.0 62 cancelled 
517 A 225.0 7 cancelled 
518 R 175.0 27 cancelled 
519 R 225.0 3 cancelled 
520 A 150.0 72 cancelled 
521 R 150.0 26 cancelled 
522 A 150.0 47 cancelled 
523 A 250.0 12 cancelled 
524 R 150.0 37 cancelled 
525 R 250.0 8 cancelled 
526 A 200.0 3 cancelled 
527 A 150.0 71 cancelled 
528 R 150.0 28 cancelled 
529 A 150.0 57 cancelled 
530 A 225.0 15 cancelled 
531 R 150.0 40 cancelled 
532 R 225.0 7 cancelled 
533 A 468.0 14 cancelled 
534 A 953.0 1 cancelled 
535 A 618.0 2 cancelled 
536 A 200.0 25 cancelled 
537 A 237.5 5 cancelled 
538 R 468.0 5 cancelled 
539 R 618.0 1 cancelled 
540 R 200.0 10 cancelled 
541 R 685.0 1 cancelled 
542 R 237.5 2 cancelled 
543 A 580.5 2 cancelled 
544 A 580.5 2 cancelled 
545 A 312.5 1 cancelled 
546 A 312.5 1 cancelled 
547 A 438.8 14 cancelled 
548 A 748.2 1 cancelled 
549 A 513.8 2 cancelled 
550 A 187.5 25 cancelled 
551 A 262.5 5 cancelled 
552 R 438.8 5 cancelled 
553 R 513.8 1 cancelled 
554 R 187.5 10 cancelled 
555 R 497.0 1 cancelled 
556 R 262.5 1 cancelled 
557 A 438.8 21 cancelled 
558 A 187.5 38 cancelled 
559 R 438.8 4 cancelled 
560 R 187.5 8 cancelled 
561 A 162.5 65 cancelled 
562 A 337.5 15 cancelled 
563 R 162.5 31 cancelled 
564 R 337.5 7 cancelled 
565 A 237.5 5 cancelled 
566 A 237.5 5 cancelled 
567 A 175.0 60 cancelled 
568 A 262.5 16 cancelled 
569 R 175.0 34 cancelled 
570 R 262.5 8 cancelled 
571 A 237.5 5 cancelled 
572 A 187.5 59 cancelled 
573 A 300.0 14 cancelled 
574 R 187.5 27 cancelled 
575 R 300.0 6 cancelled 
576 A 175.0 53 cancelled 
577 A 275.0 17 cancelled 
578 R 175.0 22 cancelled 
579 R 237.5 15 cancelled 
580 A 162.5 80 cancelled 
581 R 162.5 26 cancelled 
582 A 225.0 73 cancelled 
583 A 337.5 15 cancelled 
584 R 225.0 20 cancelled 
585 R 337.5 3 cancelled 
586 A 337.5 1 cancelled 
587 A 337.5 1 cancelled 
588 A 537.5 13 cancelled 
589 A 212.5 84 4547 07/01/06 E 
590 R 212.5 16 4547 07/01/06 E 
591 A 351.0 13 cancelled 
592 A 426.0 3 cancelled 
593 A 150.0 24 cancelled 
594 A 225.0 5 cancelled 
595 R 351.0 6 cancelled 
596 R 426.0 1 cancelled 
597 R 150.0 11 cancelled 
598 R 225.0 2 cancelled 
599 A 351.0 14 cancelled 
600 A 777.5 1 cancelled 
601 A 476.0 2 cancelled 
602 A 150.0 25 cancelled 
603 A 576.5 3 cancelled 
604 A 275.0 3 cancelled 
605 R 351.0 5 cancelled 
606 R 476.0 1 cancelled 
607 R 150.0 9 cancelled 
608 R 576.5 1 cancelled 
609 R 275.0 1 cancelled 
610 A 526.5 8 cancelled 
611 A 865.2 1 cancelled 
612 A 614.0 1 cancelled 
613 A 225.0 18 cancelled 
614 A 563.8 2 cancelled 
615 A 312.5 2 cancelled 
616 R 526.5 2 cancelled 
617 R 614.0 1 cancelled 
618 R 225.0 5 cancelled 
619 R 312.5 1 cancelled 
620 A 639.0 1 cancelled 
621 A 639.0 1 cancelled 
622 A 622.2 1 cancelled 
623 A 337.5 1 cancelled 
624 A 337.5 2 cancelled 
625 A 497.2 19 cancelled 
626 A 212.5 34 cancelled 
627 R 497.2 5 cancelled 
628 R 212.5 10 cancelled 
629 A 212.5 72 cancelled 
630 A 325.0 15 cancelled 
631 R 212.5 21 cancelled 
632 R 325.0 5 cancelled 
633 A 337.5 2 cancelled 
634 A 337.5 2 cancelled 
635 A 575.0 13 cancelled 
636 A 225.0 69 cancelled 
637 A 534.5 7 cancelled 
638 A 300.0 8 cancelled 
639 R 225.0 24 cancelled 
640 R 534.5 3 cancelled 
641 R 300.0 3 cancelled 
642 A 622.2 1 cancelled 
643 A 337.5 1 cancelled 
644 A 337.5 2 cancelled 
645 A 212.5 66 cancelled 
646 A 325.0 15 cancelled 
647 R 212.5 27 cancelled 
648 R 325.0 6 cancelled 
649 A 225.0 46 cancelled 
650 A 337.5 7 cancelled 
651 R 225.0 53 cancelled 
652 R 337.5 4 cancelled 
653 A 212.5 101 cancelled 
654 R 212.5 18 cancelled 
655 A 225.0 94 cancelled 
656 R 225.0 17 cancelled 
657 A 409.5 11 cancelled 
658 A 509.5 3 cancelled 
659 A 175.0 21 cancelled 
660 A 275.0 5 cancelled 
661 R 409.5 8 cancelled 
662 R 509.5 1 cancelled 
663 R 175.0 14 cancelled 
664 R 275.0 3 cancelled 
665 A 719.0 1 cancelled 
666 A 484.5 1 cancelled 
667 A 719.0 1 cancelled 
668 A 484.5 1 cancelled 
669 A 250.0 1 cancelled 
670 A 250.0 1 cancelled 
671 A 409.5 8 cancelled 
672 A 459.5 5 cancelled 
673 A 175.0 7 cancelled 
674 A 225.0 4 cancelled 
675 R 409.5 5 cancelled 
676 R 459.5 3 cancelled 
677 R 175.0 4 cancelled 
678 R 225.0 3 cancelled 
679 A 484.5 1 cancelled 
680 A 484.5 1 cancelled 
681 A 250.0 1 cancelled 
682 A 250.0 1 cancelled 
683 A 409.5 14 cancelled 
684 A 748.2 1 cancelled 
685 A 497.0 2 cancelled 
686 A 175.0 25 cancelled 
687 A 513.8 2 cancelled 
688 A 262.5 3 cancelled 
689 R 409.5 5 cancelled 
690 R 497.0 1 cancelled 
691 R 175.0 10 cancelled 
692 R 287.5 2 cancelled 
693 A 719.0 1 cancelled 
694 A 484.5 1 cancelled 
695 A 484.5 2 cancelled 
696 A 250.0 1 cancelled 
697 A 250.0 1 cancelled 
698 A 409.5 9 cancelled 
699 A 472.0 2 cancelled 
700 A 175.0 19 cancelled 
701 A 237.5 4 cancelled 
702 R 409.5 3 cancelled 
703 R 472.0 1 cancelled 
704 R 175.0 7 cancelled 
705 R 237.5 1 cancelled 
706 A 175.0 13 cancelled 
707 A 287.5 3 cancelled 
708 R 175.0 4 cancelled 
709 R 287.5 1 cancelled 
710 A 409.5 22 cancelled 
711 A 175.0 40 cancelled 
712 R 409.5 2 cancelled 
713 R 175.0 3 cancelled 
714 A 187.5 94 cancelled 
715 A 275.0 9 cancelled 
716 R 187.5 26 cancelled 
717 R 287.5 7 cancelled 
718 A 262.5 4 cancelled 
719 A 262.5 4 cancelled 
720 A 412.5 17 cancelled 
721 A 175.0 68 cancelled 
722 A 350.0 34 cancelled 
723 R 175.0 24 cancelled 
724 R 350.0 13 cancelled 
725 A 187.5 87 cancelled 
726 A 250.0 18 cancelled 
727 R 187.5 29 cancelled 
728 R 250.0 4 cancelled 
729 A 500.0 17 cancelled 
730 A 175.0 86 cancelled 
731 R 175.0 35 cancelled 
732 A 187.5 86 cancelled 
733 A 325.0 18 cancelled 
734 R 187.5 30 cancelled 
735 R 325.0 7 cancelled 
736 A 175.0 62 cancelled 
737 R 175.0 21 cancelled 
738 A 250.0 92 cancelled 
739 A 387.5 9 cancelled 
740 R 250.0 28 cancelled 
741 R 387.5 4 cancelled 
742 A 400.0 2 cancelled 
743 A 612.5 17 cancelled 
744 A 250.0 125 cancelled 
745 R 250.0 29 cancelled 
746 A 250.0 81 cancelled 
747 A 312.5 12 cancelled 
748 R 250.0 31 cancelled 
749 R 387.5 11 cancelled 
750 A 250.0 110 cancelled 
751 R 250.0 27 cancelled 
752 A 237.5 74 cancelled 
753 A 337.5 9 cancelled 
754 R 237.5 47 cancelled 
755 R 312.5 10 cancelled 
756 A 375.0 10 cancelled 
757 A 587.5 17 cancelled 
758 A 237.5 128 cancelled 
759 R 237.5 16 cancelled 
760 A 375.0 3 cancelled 
761 A 375.0 3 cancelled 
762 A 237.5 78 cancelled 
763 A 287.5 18 cancelled 
764 R 237.5 38 cancelled 
765 R 287.5 8 cancelled 
766 A 237.5 127 cancelled 
767 R 237.5 19 cancelled 
768 A 237.5 74 cancelled 
769 A 312.5 9 cancelled 
770 R 237.5 36 cancelled 
771 R 312.5 8 cancelled 
772 A 237.5 83 cancelled 
773 R 237.5 24 cancelled 
774 A 187.5 81 cancelled 
775 A 250.0 18 cancelled 
776 R 187.5 30 cancelled 
777 R 250.0 7 cancelled 
778 A 262.5 8 cancelled 
779 A 262.5 8 cancelled 
780 A 437.5 13 cancelled 
781 A 175.0 77 cancelled 
782 R 175.0 43 cancelled 
783 A 187.5 85 cancelled 
784 A 300.0 18 cancelled 
785 R 187.5 26 cancelled 
786 R 300.0 4 cancelled 
787 A 437.5 16 cancelled 
788 A 175.0 82 cancelled 
789 R 175.0 38 cancelled 
790 A 187.5 75 cancelled 
791 A 300.0 9 cancelled 
792 R 187.5 41 cancelled 
793 R 300.0 5 cancelled 
794 A 175.0 118 cancelled 
795 R 175.0 23 cancelled 
796 A 187.5 88 cancelled 
797 A 250.0 18 cancelled 
798 R 187.5 24 cancelled 
799 R 300.0 6 cancelled 
800 A 175.0 102 cancelled 
801 R 175.0 13 cancelled 
802 A 200.0 75 cancelled 
803 A 350.0 18 cancelled 
804 R 200.0 36 cancelled 
805 R 300.0 4 cancelled 
806 A 287.5 8 cancelled 
807 A 287.5 8 cancelled 
808 A 512.5 16 cancelled 
809 A 187.5 63 cancelled 
810 A 300.0 14 cancelled 
811 R 187.5 24 cancelled 
812 R 300.0 6 cancelled 
813 A 262.5 7 cancelled 
814 A 287.5 7 cancelled 
815 A 200.0 83 cancelled 
816 A 250.0 8 cancelled 
817 R 200.0 23 cancelled 
818 R 250.0 3 cancelled 
819 A 287.5 4 cancelled 
820 A 287.5 4 cancelled 
821 A 187.5 72 cancelled 
822 A 300.0 17 cancelled 
823 R 187.5 40 cancelled 
824 R 300.0 8 cancelled 
825 A 200.0 94 cancelled 
826 A 350.0 9 cancelled 
827 R 200.0 21 cancelled 
828 R 300.0 3 cancelled 
829 A 187.5 70 cancelled 
830 R 187.5 45 cancelled 
831 A 200.0 91 cancelled 
832 R 200.0 23 cancelled 
833 A 162.5 80 cancelled 
834 A 237.5 18 cancelled 
835 R 162.5 31 cancelled 
836 R 237.5 7 cancelled 
837 A 225.0 1 cancelled 
838 A 225.0 1 cancelled 
839 A 437.5 16 cancelled 
840 A 162.5 46 cancelled 
841 A 262.5 15 cancelled 
842 R 162.5 37 cancelled 
843 R 262.5 4 cancelled 
844 A 225.0 8 cancelled 
845 A 225.0 8 cancelled 
846 A 162.5 71 cancelled 
847 A 237.5 17 cancelled 
848 R 162.5 41 cancelled 
849 R 237.5 4 cancelled 
850 A 225.0 10 cancelled 
851 A 225.0 10 cancelled 
852 A 162.5 76 cancelled 
853 A 262.5 16 cancelled 
854 R 162.5 24 cancelled 
855 R 262.5 6 cancelled 
856 A 162.5 78 cancelled 
857 A 237.5 16 cancelled 
858 R 162.5 22 cancelled 
859 R 237.5 6 cancelled 
860 A 162.5 124 cancelled 
861 R 162.5 15 cancelled 
862 A 162.5 48 cancelled 
863 A 237.5 9 cancelled 
864 R 162.5 13 cancelled 
865 R 559.8 1 cancelled 
866 R 275.0 2 cancelled 
